id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0kAy9nius3LMRVcE3W0I9J,Right My Wrongs,Khamari,47,2023-05-26,0.328,0.418,7,-9.55,1,0.504,4.89e-05,0.211,0.103,78.179,140960,3
4ZgXDDRSS4lVx1g3WkRon0,"Doctor, My Eyes",Khamari,55,2023-05-26,0.484,0.433,7,-8.526,1,0.786,0.000121,0.309,0.569,83.496,194067,4
52pwE5qBPMXFObPTfk6cfb,Tell Me,Khamari,45,2023-05-26,0.677,0.389,11,-9.143,0,0.42,0.00011,0.0817,0.313,123.932,202320,3
7rcIHCRo0d6CZtpwC0cznD,Drifting,Khamari,47,2023-05-26,0.75,0.562,1,-7.37,1,0.233,1.45e-05,0.126,0.547,97.066,151667,4
6g1NEjaKB6Tw5lRbLauvLu,A Sacred Place,Khamari,38,2023-05-26,0.376,0.284,5,-10.409,1,0.833,6.87e-05,0.109,0.268,75.607,172640,4
68oeG9NrArNdCxofrRpFru,Requiem (ft NAV),"Belly, NAV",33,2021-08-27,0.759,0.546,0,-8.5,0,0.0761,0.0,0.474,0.552,112.228,219693,4
6eJky9pxPdJ9nrfHFIJlh5,Feel Fwesh,"Ramriddlz, Jaegen",33,2019-04-05,0.579,0.597,3,-8.021,1,0.665,0.000462,0.101,0.375,166.145,60944,4
4qEmZddPnyEpGkHeGTNmWa,Dididumduhduh,Aminé,41,2021-11-05,0.939,0.386,0,-7.526,0,0.366,2.84e-05,0.108,0.414,120.001,146095,4
7BAreLM0Yif723pgS8Kydl,No Fuss,"OG Parker, PARTYNEXTDOOR",52,2022-01-28,0.626,0.445,10,-5.143,0,0.285,7.76e-06,0.0999,0.25,71.352,190112,4
4QyVyUyjRkdbamK3zqUaWK,Mustafa (southbank),Fred again..,36,2023-01-27,0.588,0.358,7,-30.052,0,0.986,0.852,0.125,0.157,121.985,114098,4
6cqcmtaxNL7YCKKsuYAPJo,Mike (desert island duvet),"Fred again.., The Streets, Dermot Kennedy",54,2023-03-03,0.644,0.719,1,-9.665,1,0.315,5.49e-05,0.11,0.189,132.87,264098,4
0fzYA55s7e6OF1EafxOxaN,Secret,"Fred again.., Brian Eno",52,2023-05-05,0.381,0.11,8,-22.656,1,0.978,0.78,0.105,0.163,74.406,304111,4
2MT2HIBp1zC74pPbPjDZnx,Call Me,Duskus,29,2021-11-18,0.637,0.577,1,-9.633,1,0.124,0.771,0.0721,0.333,131.973,149606,4
6ya9wZciWGu3zXR1xItL3n,Chance At Love,Taiki Nulight,32,2022-06-17,0.663,0.736,8,-8.25,0,0.0214,0.26,0.29,0.0713,125.036,222720,4
7FqD7RFASdKco3rbayzEDj,Baby,camoufly,30,2023-02-22,0.597,0.81,11,-6.275,1,0.128,0.00172,0.553,0.175,132.979,205714,4
0fqfQ6aW12RFoKAPJ5dHPr,Thoughts,"Tentendo, Vetta Borne",35,2020-07-03,0.754,0.625,8,-8.752,0,0.483,5.42e-05,0.103,0.213,114.032,180000,4
0Rdtsrhd9xbWNmUvCzIOSq,High Enough,Sad Money,28,2021-08-13,0.801,0.881,6,-3.825,0,0.0621,0.0156,0.0613,0.941,128.01,158438,4
0GbOcV7JYQH9fb8UpZ9eVr,Right Here,"The Kount, Noam",37,2020-10-23,0.748,0.235,5,-14.066,0,0.776,0.922,0.0919,0.6,110.037,196727,4
7K7njgwPk7FPoSnGBqJw9G,Slow Down,"Tom Budin, Kastelo",26,2021-07-09,0.69,0.801,0,-7.263,0,0.0106,0.54,0.201,0.489,121.98,188852,4
0cBF49sKb9Pr0IfKUzBLmk,FADED,"Darius, Amaria",46,2022-04-22,0.77,0.51,10,-7.17,0,0.171,0.000637,0.0995,0.359,108.995,216330,4
72Wvq8EZzfb07N2iDjWho6,Breathing,Ross Quinn,14,2020-07-17,0.614,0.418,4,-10.538,0,0.00573,4.25e-05,0.139,0.29,104.982,217293,4
7lWdyj9RrMsEN6F0Dl0irE,Assumptions - Kaytranada Edit,"Sam Gellaitry, KAYTRANADA",49,2023-03-10,0.722,0.78,5,-8.623,0,0.00659,0.047,0.0545,0.2,119.997,288097,4
1XvNkXo2iNQgNNxxqX7pIe,Arc,Pretty Girl,45,2021-09-21,0.749,0.889,5,-7.526,0,0.0764,0.719,0.392,0.67,127.021,274212,4
34YxiC5yoS9ci7QkoN2OB8,Down,"Maths Time Joy, Flores",7,2023-03-17,0.292,0.589,9,-8.65,1,0.301,9.04e-05,0.0672,0.233,59.735,281000,4
4l8YHDorwOW8xeczmSfn0a,Do You Remember,"Dombresky, Camden Cox",43,2021-03-26,0.619,0.961,1,-4.828,0,0.0315,0.814,0.285,0.914,123.993,206000,4
6LyAwkJsHlW7RQ8S1cYAtM,Overdue (with Travis Scott),"Metro Boomin, Travis Scott",81,2018-11-06,0.634,0.401,11,-11.212,0,0.731,0.000132,0.334,0.494,150.174,166093,4
3iwN0CAgSVlnJ64YpJ8R4r,Been Through That,Majid Jordan,41,2021-10-22,0.723,0.574,2,-5.926,0,0.0097,0.0,0.0862,0.618,93.955,194667,4
2K4m32AW2It6fenVNfO3QR,No Joke,"Benji Mikel, BigTreeSteve",32,2020-05-15,0.659,0.347,4,-9.206,0,0.699,1.32e-06,0.0919,0.644,104.213,139248,5
7hYDKGegJJFKQn5bfikJ44,Peloton,IDK,36,2021-07-09,0.638,0.603,6,-7.801,0,0.00341,0.0,0.387,0.18,97.97,213815,4
2B5R7saRPssb9Ld5EhsUjt,Again,SSGKobe,35,2021-04-23,0.605,0.691,10,-6.79,0,0.323,7.24e-05,0.11,0.359,79.904,168134,4
30KctD1WsHKTIYczXjip5a,Tequila Shots,Kid Cudi,67,2020-12-11,0.712,0.556,5,-7.214,0,0.084,5.04e-05,0.527,0.22,90.494,193293,4
1wnVtgMo9DNEok7hiktu7Y,Dancing on a Dream (feat. Swae Lee),"Majid Jordan, Swae Lee",44,2021-10-22,0.632,0.904,7,-5.211,0,0.00294,0.0,0.301,0.524,102.038,199000,4
09hLSVMTlWwyWaePnmnHmC,Before Friday,FRVRFRIDAY,36,2018-01-04,0.673,0.504,5,-13.726,0,0.211,2.98e-05,0.106,0.696,144.017,113338,4
61uzBoFwoG7cgbidaHQWC9,For All The Times,Gdup,23,2021-11-04,0.599,0.393,7,-9.702,1,0.266,3.01e-06,0.11,0.27,142.013,188333,4
7d41TIU0lqPAG2gIleAWg4,Louis Vuitton Collar,Headie One,26,2021-10-01,0.716,0.532,1,-6.395,1,0.393,0.0349,0.0738,0.853,102.546,168123,4
3fHFpZGEnzkocwC1xKSoNY,Puerto Rico,"IDK, Lucky Daye",39,2021-07-09,0.527,0.362,7,-10.4,0,0.214,4.1e-05,0.118,0.264,140.046,197932,4
4nuAslShoN77tq12fzwjUq,Sad People,Kid Cudi,58,2020-12-11,0.636,0.647,5,-6.971,0,0.247,0.00123,0.113,0.416,158.073,176027,4
3sCnC8LTixzL22HZkdcyQT,Summer Rain,Majid Jordan,44,2021-10-22,0.705,0.727,8,-4.524,0,0.0341,1.03e-05,0.428,0.762,120.031,200133,4
4wIR4HHuvEhSNYzGVyVyra,Freedom Is Priceless,SAINt JHN,44,2020-11-20,0.798,0.699,11,-7.243,1,0.434,1.83e-05,0.102,0.451,121.996,119138,4
3FyOhafdxSB8IJpIezRQiF,Separate Occasions,"Dimi, Derek Wise",26,2021-08-13,0.733,0.36,10,-13.961,0,0.347,1.7e-05,0.127,0.504,115.962,140690,4
6Mt8ofwjsYokUcmhhBpEgD,Sway (feat. Diddy),"Majid Jordan, Diddy",45,2021-10-22,0.674,0.627,8,-5.333,1,0.191,4.06e-06,0.0626,0.674,93.994,229707,4
2CxjDTsUBmVlcMjjy2UETJ,ULTRA VIOLET,Thouxanbanfauni,60,2020-07-21,0.632,0.714,1,-8.924,0,0.118,0.926,0.12,0.313,159.938,157944,4
6axFjrrxq7o4xcWduz3JW7,HIGH HOPES,"Quintana Mills, FRVRFRIDAY",23,2023-05-12,0.763,0.546,6,-8.046,0,0.256,1.43e-06,0.109,0.541,95.982,180029,4
3SQz76liYsbuuXyNLSLQu1,ANOTHER DAY,PARTYNEXTDOOR,51,2020-03-26,0.776,0.308,0,-11.958,0,0.306,0.0223,0.151,0.524,125.937,152480,4
1q3IPJtWFRfUNaRGEGGVQa,Endless Sky (feat. greek),"Alé Araya, greek",45,2023-03-24,0.215,0.564,9,-8.535,1,0.334,7.03e-05,0.114,0.163,76.782,174770,4
3UJ6i2eKoMFcQBN45fjgrc,Hate,Idman,39,2023-07-14,0.734,0.591,8,-2.495,1,0.214,9.46e-06,0.379,0.429,159.797,243072,4
0k4S8MgCg1CKWUy5hNV8GA,CHERIMOYA - BONUS,Jordan Ward,53,2023-03-03,0.515,0.324,1,-13.517,0,0.885,0.00373,0.156,0.387,84.984,129080,4
4nrPp7oq6Rhnbohqji1x71,find u,Reuben Aziz,46,2023-04-06,0.705,0.265,6,-13.36,1,0.831,0.00616,0.113,0.32,102.775,118066,4
510mvRgE4jLSsJcBh2pH0j,NO SECRET (feat. Drake),"DJ Khaled, Drake",57,2022-08-25,0.398,0.626,1,-4.164,0,0.195,2.55e-05,0.16,0.0404,106.733,47354,3
31mzt4ZV8C0f52pIz1NSwd,Shut up My Moms Calling - (Sped Up),Hotel Ugly,82,2022-09-14,0.653,0.474,5,-10.899,0,0.312,6.65e-06,0.119,0.361,85.024,135529,4
1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,Kendrick Lamar,78,2022-05-13,0.852,0.421,10,-9.153,0,0.428,2.28e-06,0.106,0.457,95.977,202285,4
4mrrwH6mVbDdcjcVzRnPdw,Attention,Doja Cat,39,2024-05-17,0.759,0.567,2,-7.911,1,0.118,0.0278,0.105,0.421,87.981,277044,4
157TL0eU2bppVrCKnll6zR,On + On (with Justine Skye),"Austin Millz, Justine Skye",42,2023-06-16,0.672,0.606,8,-9.903,1,0.348,9.95e-06,0.19,0.65,116.1,169655,4
2FYNNzmpjmIxQlKNaa41po,Enough (feat. Bryson Tiller),"Dibyo, Bryson Tiller",28,2023-06-16,0.393,0.687,0,-8.999,0,0.217,0.0,0.18,0.685,70.91,211284,3
4X4EtnTuuVY0QMZroFVwHY,Win,IDK,33,2023-06-16,0.59,0.604,1,-12.294,1,0.192,0.0117,0.108,0.701,165.082,235554,4
1p6o2EGSeftsfcYCpK3Uzv,Cupid – Twin Ver. (Slowed Down Version),FIFTY FIFTY,42,2023-06-16,0.746,0.548,11,-8.796,1,0.436,0.0,0.102,0.742,100.92,209125,4
7sUg1ro2GwaN2uvo0Pp1qm,Antidote,Chiiild,32,2023-03-03,0.574,0.735,3,-7.769,1,0.346,0.185,0.263,0.608,141.071,169688,4
6Kj17Afjo1OKJYpf5VzCeo,Pain 1993 (with Playboi Carti),"Drake, Playboi Carti",77,2020-05-01,0.825,0.373,5,-5.532,0,0.163,0.0,0.368,0.12,77.271,149078,4
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,Travis Scott,85,2018-08-03,0.763,0.628,11,-5.85,1,0.0531,0.0,0.114,0.193,140.958,190557,4
4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,Travis Scott,78,2018-08-03,0.7,0.46,4,-8.111,0,0.142,4.81e-05,0.111,0.286,151.901,142969,4
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),"Drake, Giveon",78,2020-05-01,0.735,0.449,10,-7.507,1,0.629,0.0,0.113,0.0397,122.947,220488,4
2J6OF7CkpdQGSfm1wdclqn,Clouded,Brent Faiyaz,81,2020-02-07,0.583,0.344,2,-8.765,1,0.774,0.0,0.143,0.581,65.203,110129,3
7g7raxdQpiLZT7aOlib4S1,Motorcycle Patches,"Huncho Jack, Travis Scott, Quavo",58,2017-12-21,0.868,0.657,8,-4.853,1,0.0158,0.0,0.0995,0.436,162.867,191410,4
3IvMYBE7A3c7to1aEcfFJk,Deep Pockets,Drake,54,2020-05-01,0.473,0.824,7,-3.68,0,0.482,0.0,0.605,0.374,77.888,222929,4
6SPgp2qK3fb4wPX1SldrNf,Had Enough (feat. Quavo & Offset),"Don Toliver, Offset, Quavo",64,2020-03-13,0.748,0.789,2,-4.579,1,0.26,0.0,0.13,0.67,147.957,157133,4
1Bg2CNZw6S4e9cGWPmi0uI,Place,Playboi Carti,66,2020-12-25,0.891,0.628,1,-6.35,1,0.000674,0.0,0.119,0.04,131.06,117240,4
628Ueb4sRiXApObhcU9iPU,Black & Chinese,"Huncho Jack, Travis Scott, Quavo",59,2017-12-21,0.668,0.844,1,-4.151,1,0.00389,0.00879,0.119,0.33,159.108,172017,4
5vuiHi3QYbwcm1OKJOYnrf,Huncho Jack,"Huncho Jack, Travis Scott, Quavo",53,2017-12-21,0.793,0.574,5,-3.509,0,0.011,0.0,0.156,0.0601,136.982,199227,4
7CWiWkccuRRdrmaW6AjVEf,How U Feel,"Huncho Jack, Travis Scott, Quavo",54,2017-12-21,0.86,0.799,2,-2.446,1,0.0532,2.54e-05,0.369,0.491,140.005,205682,4
7J6bnDDitOwfelaJNixHhL,Modern Slavery,"Huncho Jack, Travis Scott, Quavo",57,2017-12-21,0.765,0.733,4,-3.509,0,0.00186,0.0,0.297,0.495,133.966,148560,4
4vwfOiyWxXeEdx4ejAJgdx,Eye 2 Eye,"Huncho Jack, Travis Scott, Quavo, Takeoff",54,2017-12-21,0.818,0.65,2,-4.328,1,0.00122,0.0,0.104,0.163,146.015,190679,4
4RgoqOBE34Q6zZj8K7RUAx,Go,"Huncho Jack, Travis Scott, Quavo",51,2017-12-21,0.755,0.898,5,-0.777,0,0.32,4.93e-05,0.309,0.576,135.057,156530,4
7JGyxh8G8QZnu4AMJuCqlj,Saint Laurent Mask,"Huncho Jack, Travis Scott, Quavo",54,2017-12-21,0.771,0.596,11,-4.086,1,0.0379,0.0,0.169,0.0745,135.012,190437,4
2hIFuoXhzcZGvmdtSE35lc,Best Man,"Huncho Jack, Travis Scott, Quavo",46,2017-12-21,0.673,0.687,8,-4.567,1,0.00304,4.77e-05,0.317,0.159,106.859,266879,4
7bTH8LgGSwyNNE4r1k95Zp,Moon Rock,"Huncho Jack, Travis Scott, Quavo",53,2017-12-21,0.72,0.717,8,-4.043,1,0.0092,0.0,0.147,0.198,142.926,151184,4
2kqzcjGNnYNPzunUxRXqRt,All I Need,"DYVN, Kabwasa",54,2022-02-25,0.764,0.46,10,-9.253,0,0.625,6.85e-06,0.153,0.61,82.181,62927,4
32qjl8eqo3FFCnstFZlRJq,no facade - demo,Carter Ace,48,2023-05-23,0.747,0.437,11,-12.875,1,0.692,0.407,0.123,0.743,100.99,62228,4
0c0EevWjF1fNklzXR1c4S1,EXCEPTIONAL - Instrumental,veggi,48,2022-02-11,0.878,0.301,9,-12.568,1,0.599,0.766,0.195,0.197,114.984,133583,4
68foAtx812B9N6s6j6EZsG,fever dream,Current Blue,57,2022-02-10,0.857,0.502,4,-11.336,0,0.145,0.0015,0.102,0.343,95.986,116094,4
6i2T7W4sbzn655MIjswcZV,Bad Behavior,Take Van,46,2023-03-02,0.59,0.844,1,-5.695,0,0.036,0.000153,0.438,0.679,148.06,105405,4
2Lmpxi7j95HOvsR6zj1Fl3,an Interlude Called “Circus” (feat. Eryn Allen Kane),"Saba, Eryn Allen Kane",63,2022-02-04,0.839,0.363,2,-13.572,1,0.0742,0.0,0.171,0.285,106.737,62973,4
3fe0sBQNrGVyDr0jF5B4Cg,I Want to Go to There,Take Van,34,2023-03-02,0.726,0.703,11,-8.448,0,0.00353,0.0626,0.0823,0.538,120.006,146054,4
5v0Zg308nAK3H3O5TPUn6x,Oya Now,Keys the Prince,52,2023-05-05,0.867,0.487,1,-7.704,1,0.00843,0.0755,0.0842,0.719,104.987,94381,4
4riDfclV7kPDT9D58FpmHd,Some,Steve Lacy,83,2016-10-31,0.784,0.554,7,-6.417,1,0.00548,0.254,0.0995,0.634,104.01,118393,4
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",83,2019-05-17,0.554,0.498,9,-8.866,1,0.23,5.98e-06,0.795,0.413,79.635,190067,4
5G79sWJahVQQJWqOqtxJuW,COLORWAY,DESTIN CONRAD,49,2021-03-05,0.582,0.582,6,-5.706,1,0.282,0.00863,0.317,0.658,76.864,90000,4
0lqAn1YfFVQ3SdoF7tRZO2,THE BEACH,Vince Staples,62,2022-04-08,0.593,0.947,4,-6.206,0,0.888,0.0,0.823,0.682,157.85,67210,4
30LsHehuJvBGR9xmo1zeFX,comes with the damage,Chase Shakur,49,2022-06-24,0.534,0.589,6,-10.206,0,0.603,0.0289,0.511,0.53,91.188,179349,4
57tg0m3Iu8YzWyaDfFfDtR,Step 2 Me,"PHABO, Soulection",58,2023-01-20,0.66,0.709,4,-8.811,0,0.142,0.000553,0.107,0.369,99.88,110400,4
3m5qdapw5yssmKpEP1vlCP,Like You,Rome in Silver,31,2021-05-27,0.764,0.872,10,-5.089,0,0.418,0.0715,0.0898,0.378,116.973,234231,4
3N1iERegpLyK2hztjYNp0M,ZIG ZAGGING,Asha Imuno,54,2022-05-27,0.907,0.469,10,-9.188,0,0.303,0.00495,0.0775,0.924,100.061,124800,4
0ZpHuEhi1CvOJgrqOSy8mv,So Good,Weston Estate,58,2022-06-24,0.795,0.584,8,-5.758,0,0.172,2.99e-05,0.103,0.785,127.05,146274,4
0vpy9NZpTbjCH0HNnAhCTt,Drown,Weston Estate,47,2022-09-09,0.644,0.554,3,-6.642,0,0.0803,0.0,0.098,0.53,120.024,181466,4
0eikbWpIsqfvRkEBR9LP2P,RUNNER UP,ARDN,43,2023-04-07,0.698,0.76,10,-5.798,0,0.282,0.0,0.353,0.916,150.093,124800,4
0troHdGkx1ORKsnR8Kehht,Sundays,Berhana,38,2022-12-07,0.606,0.585,1,-12.223,0,0.105,3.56e-05,0.0481,0.359,110.058,109867,4
1abwytAhbWeHrbsA9eODOy,Feeling Like The End,Joji,67,2022-11-04,0.794,0.668,2,-7.689,1,0.299,0.00104,0.0899,0.632,148.016,102480,4
3zyzC28g7uU4YfWN840ciZ,loving u is harder,SEB,59,2022-11-04,0.696,0.809,8,-6.622,0,0.61,0.00924,0.177,0.738,80.039,147427,4
5Uv2cR0HnuXCG9ts6Q532S,Sleeping Alone,"Higgo, Poppy Baskcomb",32,2021-06-04,0.745,0.673,1,-7.975,0,0.418,0.0,0.534,0.539,128.004,140413,4
645WQi7QkzBL3hPV0czVba,SAY WHERE,Jordy,47,2023-07-31,0.856,0.316,8,-12.324,1,0.669,4.16e-05,0.13,0.732,126.066,107147,4
12zPyoqYbVdi5JoZ4A0q22,IDC (with Joony),"Jordan Ward, Joony",56,2023-03-03,0.826,0.628,0,-8.338,0,0.437,0.0851,0.1,0.825,120.039,110760,4
2VRJKXrqR4ztn6WgJ28R9r,In Your Body,¿Téo?,53,2022-02-16,0.715,0.584,0,-9.004,1,0.291,0.00366,0.068,0.429,97.214,203777,4
3imYkN34og7muZbkSZWLUW,Ms. Poli Sci,"Paul Russell, Khary",61,2022-11-11,0.755,0.562,10,-6.828,0,0.146,0.0,0.0986,0.527,96.503,128705,4
35BFVEkzOXTaawdDzzVcmb,Compare,Sainté,51,2022-10-21,0.87,0.446,4,-9.062,0,0.22,5.77e-05,0.236,0.512,119.981,137000,4
6w9GrSUaQQIaMBYtabge7p,Embarrassed (feat. Travis Scott),"Don Toliver, Travis Scott",70,2023-02-28,0.848,0.506,4,-5.105,0,0.376,0.0,0.102,0.593,115.994,192693,4
3uouaAVXpQR3X8RYkJyitQ,CYANIDE,Daniel Caesar,71,2019-06-28,0.589,0.652,10,-7.498,1,0.704,0.00055,0.125,0.486,158.49,194960,4
0bwQ0GKAguYDoBSxOezzMx,The Latest,"DC, emil",58,2022-09-01,0.713,0.617,1,-6.708,0,0.114,0.00547,0.348,0.578,140.198,96078,4
22ykS8KWpd2r4zcRZ0XMK5,Dreamcatcher (feat. Swae Lee & Travis Scott),"Metro Boomin, Swae Lee, Travis Scott",66,2018-11-06,0.674,0.23,1,-10.363,0,0.191,0.0,0.104,0.102,173.963,211920,4
3Ouf7cKbheZVIH5VvD8bYx,Love Unconditional,Majid Jordan,30,2021-10-22,0.566,0.715,1,-6.184,0,0.0945,0.0,0.107,0.472,173.948,191653,3
0yFyV9gzW08KmryjPcKxhX,Divorcé,DJibouti,56,2023-05-03,0.881,0.738,1,-10.235,1,0.0192,0.907,0.099,0.692,127.01,60952,4
6loDuwmsq6fazVxqqRhmcp,nyc in 1940,"berlioz, Ted Jasper",68,2022-06-03,0.839,0.482,9,-13.931,0,0.337,0.89,0.0859,0.585,116.998,156612,4
40rPiw47yOfL4rsU0oGPSR,Love Drug,JACK MARLOW,30,2022-08-12,0.981,0.488,9,-10.058,0,0.156,0.00171,0.11,0.891,120.002,210594,4
57VfoS1TXAp5Mx7l12MDNa,Separated,IAMNOBODI,67,2021-03-11,0.742,0.5,0,-8.471,0,0.00635,0.689,0.149,0.51,117.022,98462,4
5aKu65SI0CjnxNyr0CXuMx,Sferica,RobyNight,39,2022-11-25,0.747,0.685,11,-15.822,1,0.388,0.805,0.0922,0.676,136.0,66005,4
2NmZDpQYcFGTPK2I19u60t,Find My Way Home - Mixed,Sammy Virji,34,2020-03-06,0.699,0.858,10,-5.996,0,0.0303,0.00219,0.686,0.591,136.959,84093,4
2xUTVfjuwhMAFV3tuxO9n0,Ooze This,JACK MARLOW,30,2022-08-12,0.953,0.474,0,-11.621,1,0.00562,0.803,0.0792,0.607,130.018,236404,4
76LaGvSB2UETy7EcZgxP7K,Stuck In Our Ways,"Eljé, JACK MARLOW",46,2023-05-26,0.777,0.614,8,-9.941,0,0.0349,1.22e-05,0.13,0.647,134.99,144000,4
0Rr4FEtOPThHlfr3unkm0S,"Again (feat. Ms. Dynamite, Ms Banks & Jaykae) - Mixed","CLIPZ, Jaykae, Ms Banks, Ms. Dynamite",50,2020-07-24,0.0,0.929,10,-1.861,0,0.000876,0.0,0.348,0.0,0.0,66278,0
7eAGNIkuwnEfdIG0X4XzaP,Groovy Thang,DTAILR,57,2021-03-05,0.802,0.773,5,-7.656,0,0.00563,0.901,0.151,0.23,124.996,167535,4
1x4pmH7GrvDNXLdnVROpD6,Somebody Else - Mixed,"Sammy Virji, Yemi",49,2020-03-06,0.873,0.785,9,-6.903,1,0.41,0.47,0.302,0.82,138.62,96916,4
3EPqDgQwmbqfGoXpAzNoYA,Hypnodance,JACK MARLOW,34,2020-12-20,0.831,0.579,0,-10.669,1,0.0104,0.245,0.101,0.564,125.968,167619,4
6Sblo8WSABiwrqRQLGrOqO,Rain & Penny's,DJibouti,44,2022-01-22,0.888,0.674,1,-9.065,0,0.0871,0.0819,0.401,0.337,121.992,179048,4
4lZbcP9P8cdCEateza6GKl,Pablo,"Jaish, GEE LEE",38,2023-04-21,0.785,0.903,1,-5.038,0,0.393,0.0,0.131,0.842,113.017,169911,4
0ymjnhjRUHIVcXe22DpWnP,JAY GEE,GEE LEE,43,2022-02-15,0.853,0.134,7,-14.226,1,0.625,0.901,0.113,0.549,88.023,87273,4
0q6ty9Ga2ebtTKa2C74jrC,Let Me Take You,"CID, Westend",56,2022-05-13,0.874,0.908,6,-3.573,0,0.00839,0.0891,0.343,0.905,125.981,154762,4
7fTrA5IqorGeAC8RRMnDXF,5 Star (feat. Fayyaz Virji),"Sammy Virji, Fayyaz Virji",35,2022-07-29,0.973,0.521,0,-7.152,0,0.133,0.74,0.12,0.373,126.028,188000,4
1ld3ibWlGwo4oBFPb6pmKk,Heal Me - Biscits Remix,"FARR, Biscits",67,2020-10-09,0.809,0.807,4,-6.491,0,0.0462,0.155,0.676,0.635,126.031,177143,4
1gUIJ8xlZQ318jc0oCRcPJ,New Th'ang,JACK MARLOW,30,2022-08-12,0.802,0.708,11,-15.147,0,0.000121,0.565,0.141,0.918,127.997,225088,4
7Lg4dEz9IVE5iUILPEdyUv,Always,camoufly,46,2023-02-22,0.781,0.751,10,-5.058,0,0.403,0.0583,0.107,0.765,132.854,162406,4
0gqbUB9jzAb9K5fwR7tyQ7,GO!,GEE LEE,54,2022-04-15,0.824,0.975,6,-2.887,1,0.00177,0.019,0.0884,0.453,127.008,181417,4
1oLcBdX94CvaIRzdpTJA8u,Soul Searcher,"Wh0, Kideko",45,2021-09-03,0.697,0.914,9,-4.559,0,0.0045,6.35e-05,0.0928,0.491,124.992,188160,4
1Jucn9EBfWii6nRyubYewR,NO SIGNS,Sam Gellaitry,31,2022-09-23,0.6,0.786,1,-6.802,1,0.14,0.0001,0.243,0.549,168.868,99582,5
6T5BzQTQzr7JQkPUVlbbLL,Kaleidoscope (Me&U),"camoufly, Alexander Lewis",33,2022-11-16,0.711,0.639,2,-4.153,0,0.23,0.0504,0.139,0.751,130.031,170769,4
59kU1EApSoqDXqAqlGIvCy,Supply The Love,SILK,44,2022-10-21,0.793,0.71,6,-7.79,0,0.102,0.619,0.319,0.723,126.032,155821,4
3tkHRsK9r7svF4TwNr60aM,Chillin - Mixed,Higgo,23,2020-03-06,0.938,0.665,11,-5.728,0,0.0157,0.1,0.664,0.962,136.274,89256,4
38zrbBzmIUC4OPL2NUBx4n,Old' On,JACK MARLOW,56,2022-08-12,0.927,0.615,11,-7.645,0,0.00429,0.117,0.139,0.654,127.993,201247,4
4GtTxyApv3YlkR0jaxarAN,Blue Everyday - Good Luck Remix,"Kleinefrigo, Good Luck",50,2022-09-02,0.809,0.711,8,-8.952,0,0.226,0.828,0.122,0.327,132.03,189091,4
46FVGaksSxksaWQ0InPzDB,Schönefeld,Bathe,63,2021-10-15,0.538,0.506,7,-10.119,0,0.441,0.247,0.599,0.38,80.515,78507,3
6asMyvbG9slNhcAqsuhdMX,Te Queiro,JACK MARLOW,34,2022-08-12,0.813,0.412,0,-12.509,0,0.0306,0.677,0.1,0.778,126.983,196535,4
6AU0mbi9zlNn8mYkam3PRR,Fish Maan,Hotel Ugly,57,2023-03-24,0.87,0.603,4,-7.402,0,0.0111,4.08e-06,0.224,0.88,139.982,109714,4
68tWzwVRIwE4kmtAZc2dZm,orbiting,"Jackson Homer, mulade, Saïna",30,2022-03-25,0.589,0.484,1,-11.451,0,0.83,0.0,0.127,0.373,114.854,172028,4
34HgIvucTKJvDgzHVMaGLG,I Think I Left the Stove On,Hotel Ugly,71,2022-07-14,0.767,0.714,1,-6.623,0,0.454,0.0102,0.137,0.799,139.999,202490,4
0Xv27S8peZCOEMAptYu9cq,WOW,GEE LEE,57,2022-09-20,0.678,0.889,5,-4.511,0,0.0503,0.136,0.26,0.531,124.226,127742,4
3923eUQ7hXHpceXtoqJVRO,143,Chase Shakur,45,2023-06-16,0.72,0.677,1,-7.27,0,0.247,5.61e-05,0.0978,0.581,91.012,132107,4
6IHhMTAMUWWa1k4mfSBdzW,what u need (angelica's place),Chase Shakur,46,2022-06-24,0.46,0.496,9,-9.352,1,0.249,0.0333,0.147,0.183,146.139,176111,4
7dEXXV4xk5OpEdswCWC3GX,Wasted Eyes,Amaarae,58,2023-06-09,0.704,0.602,11,-7.185,0,0.456,0.0264,0.138,0.597,180.057,148573,4
3X2pGJtD8KCwvVPe1vbKCy,sink or swim (bonus),Chase Shakur,51,2023-06-16,0.881,0.547,5,-7.789,0,0.454,0.000781,0.173,0.648,115.04,192373,4
12YAZNNm2OuSgDBKjFQcNm,Montreal,Roosevelt,57,2013-08-19,0.669,0.642,5,-9.004,1,0.00221,0.834,0.203,0.838,115.973,236336,4
44ZKnfWEkp7wPs035j4Tua,Casio,Jungle,70,2018-09-14,0.816,0.492,10,-7.464,0,0.431,0.0896,0.0995,0.765,115.989,234370,4
